Frame,Object,x,y,width,height,,,non occluded
89,6,676.4,0,64.1,65,1,1,0
90,7,636.31,0,70.95,71.39,1,1,0
90,1,267,3,119.5,181,1,1,1
90,2,1102.42,0,117.48,232.36,1,1,1
90,3,0,488.79,196.12,231.21,1,1,1
90,4,0.24,397.55,119.16,295.45,1,1,0
90,5,1184.27,24.02,86.56,82.65,1,1,0
90,6,676.99,0,64.1,65,1,1,0
91,7,636.36,0,70.95,71.28,1,1,0
91,1,267,3,119,181,1,1,1
91,2,1102.63,0,117.27,232.36,1,1,1
91,3,0,488.79,196.12,231.21,1,1,1
91,4,0.24,397.55,119.16,295.45,1,1,0
91,5,1184.11,23.96,86.72,82.71,1,1,0
91,6,677.57,0,64.1,65,1,1,0
92,7,636.42,0,70.95,71.17,1,1,0
92,1,264,3,119,181,1,1,1
92,2,1102.83,0,117.07,232.36,1,1,1
92,3,0,488.79,196.12,231.21,1,1,1
92,4,0.24,397.55,119.16,295.45,1,1,0
92,5,1183.94,23.9,86.89,82.77,1,1,0
92,6,678.16,0,64.1,65,1,1,0
93,7,636.47,0,70.95,71.06,1,1,0
93,1,264,3,119,181,1,1,1
93,2,1103.04,0,116.86,232.36,1,1,1
93,3,0,488.79,196.12,231.21,1,1,1
93,4,0.24,397.55,119.16,295.45,1,1,0
93,5,1183.78,23.84,87.05,82.83,1,1,0
93,6,678.75,0,64.09,65,1,1,0
94,7,636.53,0,70.95,70.94,1,1,0
94,1,264,4,119,181,1,1,1
94,2,1103.25,0,116.65,232.36,1,1,1
94,3,0,488.79,196.12,231.21,1,1,1
94,4,0.24,397.55,119.16,295.45,1,1,0
94,5,1183.62,23.79,87.21,82.88,1,1,0
94,6,679.05,0,64.1,65,1,1,0
95,7,636.58,0,70.95,70.83,1,1,0
95,1,263,3,126.8,181,1,1,1
95,2,1103.45,0,116.45,232.36,1,1,1
95,3,0,488.79,196.12,231.21,1,1,1
95,4,0.24,397.55,119.16,295.45,1,1,0
95,5,1183.45,23.73,87.38,82.94,1,1,0
95,6,679.36,0,64.1,65,1,1,0
96,7,636.01,0,71.27,70.89,1,1,0
96,1,259,3,126,192.8,1,1,1
96,2,1103.66,0,116.24,232.36,1,1,1
96,3,0,488.79,196.12,231.21,1,1,1
96,4,0.24,397.55,119.16,295.45,1,1,0
96,5,1183.29,23.67,87.54,83,1,1,0
96,6,679.67,0,64.1,65,1,1,0
97,7,635.43,0,71.59,70.95,1,1,0
97,1,259,8,126,192,1,1,1
97,2,1103.87,0,116.03,232.36,1,1,1
97,3,0,488.79,196.12,231.21,1,1,1
97,4,0.24,397.55,119.16,295.45,1,1,0
97,5,1183.12,23.61,87.71,83.06,1,1,0
97,6,679.98,0,64.1,65,1,1,0
98,7,634.86,0,71.9,71.01,1,1,0
98,1,258,7,126,192,1,1,1
98,2,1104.07,0,115.83,232.36,1,1,1
98,3,0,488.79,196.12,231.21,1,1,1
98,4,0.24,397.55,119.16,295.45,1,1,0
98,5,1182.96,23.55,87.87,83.12,1,1,0
98,6,680.29,0,64.1,65,1,1,0
99,7,634.28,0,72.22,71.07,1,1,0
99,1,257,7,126,192,1,1,1
99,2,1104.28,0,115.62,232.36,1,1,1
99,3,0,488.79,196.12,231.21,1,1,1
99,4,0.24,397.55,119.16,295.45,1,1,0
99,5,1182.79,23.49,88.04,83.18,1,1,0
99,6,680.6,0,64.1,65,1,1,0
100,7,633.71,0,72.53,71.13,1,1,0
100,1,257,1.1,110.3,197.9,1,1,1
100,2,1104.49,0,115.41,232.36,1,1,1
100,3,0,488.79,196.12,231.21,1,1,1
100,4,0.24,397.55,119.16,295.45,1,1,0
100,5,1182.63,23.43,88.2,83.24,1,1,0
100,6,680.91,0,64.1,65,1,1,0
101,7,633.13,0,72.86,71.19,1,1,0
101,1,255,0,104.1,208,1,1,1
101,2,1104.69,0,115.21,232.36,1,1,1
101,3,0,488.79,196.12,231.21,1,1,1
101,4,0.24,397.55,119.16,295.45,1,1,0
101,5,1182.47,23.37,88.36,83.3,1,1,0
101,6,681.22,0,64.1,65,1,1,0
102,7,632.56,0,73.17,71.24,1,1,0
102,1,254,0,104,203,1,1,1
102,2,1104.9,0,115,232.36,1,1,1
102,3,0,488.79,196.12,231.21,1,1,1
102,4,0.24,397.55,119.16,295.45,1,1,0
102,5,1182.3,23.32,88.53,83.35,1,1,0
102,6,681.53,0,64.1,65,1,1,0
103,7,631.98,0,73.49,71.3,1,1,0
103,1,254,0,104,203,1,1,1
103,2,1106.22,0,113.68,232.36,1,1,1
103,3,0,488.79,196.12,231.21,1,1,1
103,4,0.24,397.55,119.16,295.45,1,1,0
103,5,1182.14,23.26,88.69,83.41,1,1,0
103,6,681.84,0,64.1,65,1,1,0
104,7,631.41,0,73.8,71.36,1,1,0
104,1,252,0,104,203,1,1,1
104,2,1107.53,0,112.37,232.36,1,1,1
104,3,0,488.79,196.12,231.21,1,1,1
104,4,0.24,397.55,119.16,295.45,1,1,0
104,5,1181.97,23.2,88.86,83.47,1,1,0
104,6,682.14,0,64.1,65,1,1,0
105,7,630.83,0,74.12,71.42,1,1,0
105,1,248,4,104,203,1,1,1
105,2,1108.85,0,111.05,232.36,1,1,1
105,3,0,488.79,196.12,231.21,1,1,1
105,4,0.24,397.55,119.16,295.45,1,1,0
105,5,1181.81,23.14,89.02,83.53,1,1,0
105,6,682.45,0,64.1,65,1,1,0
106,7,630.25,0,74.45,71.48,1,1,0
106,1,248,4,104,203,1,1,1
106,2,1110.17,0,109.73,232.36,1,1,1
106,3,0,488.79,196.12,231.21,1,1,1
106,4,0.24,397.55,119.16,295.45,1,1,0
106,5,1181.64,23.08,89.19,83.59,1,1,0
106,6,682.76,0,64.1,65,1,1,0
107,7,629.68,0,74.76,71.54,1,1,0
107,1,246,4,104,203,1,1,1
107,2,1111.48,0,108.42,232.36,1,1,1
107,3,0,488.79,196.12,231.21,1,1,1
107,4,0.24,397.55,119.16,295.45,1,1,0
107,5,1181.48,23.02,89.35,83.65,1,1,0
107,6,683.46,0,64.1,65,1,1,0
108,7,629.1,0,75.08,71.6,1,1,0
108,1,245,4,104,203,1,1,1
108,2,1112.8,0,107.1,232.36,1,1,1
108,3,0,488.79,196.12,231.21,1,1,1
108,4,0.24,397.55,119.16,295.45,1,1,0
108,5,1181.32,22.96,89.51,83.71,1,1,0
108,6,684.16,0,64.1,65,1,1,0
109,7,628.53,0,75.39,71.66,1,1,0
109,1,246,5,104,203,1,1,1
109,2,1112.8,3.93,107.1,228.43,1,1,1
109,3,0,488.79,196.12,231.21,1,1,1
109,4,0.24,397.55,119.16,295.45,1,1,0
109,5,1181.15,22.9,89.68,83.77,1,1,0
109,6,684.87,0,64.1,65,1,1,0
110,7,627.95,0,75.71,71.71,1,1,0
110,1,237.72,0,112.18,203,1,1,1
110,2,1112.8,7.87,107.1,224.49,1,1,1
110,3,0,488.79,196.12,231.21,1,1,1
110,4,0.24,397.55,119.16,295.45,1,1,0
110,5,1180.99,22.85,89.84,83.82,1,1,0
110,6,685.57,0,64.1,65,1,1,0
111,7,627.38,0,76.03,71.77,1,1,0
111,1,235,0,117.6,203,1,1,1
111,2,1112.8,11.8,107.1,220.56,1,1,1
111,3,0,488.79,196.12,231.21,1,1,1
111,4,0.24,397.55,119.16,295.45,1,1,0
111,5,1180.82,22.79,90.01,83.88,1,1,0
112,7,626.8,0,76.35,71.83,1,1,0
112,1,231,0,120.3,203,1,1,1
112,2,1112.8,19.27,107.1,199.93,1,1,1
112,3,0,488.79,196.12,231.21,1,1,1
112,4,0.24,397.55,119.16,295.45,1,1,0
112,5,1180.66,22.73,90.17,83.94,1,1,0
113,7,626.23,0,76.66,71.89,1,1,0
113,1,231,0,123,203,1,1,1
113,2,1112.8,26.73,107.1,191.57,1,1,1
113,3,0,488.79,196.12,231.21,1,1,1
113,4,0.24,397.55,119.16,295.45,1,1,0
113,5,1180.49,22.67,90.34,84,1,1,0
114,7,625.65,0,76.98,71.95,1,1,0
114,1,229,0,131.2,203,1,1,1
114,2,1112.8,34.2,107.1,183.2,1,1,1
114,3,0,488.79,196.12,231.21,1,1,1
114,4,0.24,397.55,119.16,295.45,1,1,0
114,5,1180.33,22.61,90.5,84.06,1,1,0
115,7,625.08,0,77.29,72.01,1,1,0
115,1,230,3,131,203,1,1,1
115,2,1112.8,36.25,107.1,179.45,1,1,1
115,3,0,488.79,196.12,231.21,1,1,1
115,4,0.24,397.55,119.16,295.45,1,1,0
115,5,1180.17,22.55,90.66,84.12,1,1,0
116,7,624.5,0,77.62,72.07,1,1,0
116,1,229,1,131,203,1,1,1
116,2,1112.8,38.3,107.1,179.8,1,1,1
116,3,0,488.79,196.12,231.21,1,1,1
116,4,0.24,397.55,119.16,295.45,1,1,0
116,5,1180,22.49,90.83,84.18,1,1,0
117,7,623.93,0,77.93,72.13,1,1,0
117,1,229,1,131,203,1,1,1
117,2,1112.8,40.35,107.1,177.4,1,1,1
117,3,0,488.79,196.12,231.21,1,1,1
117,4,0.24,397.55,119.16,295.45,1,1,0
117,5,1179.84,22.43,90.99,84.24,1,1,0
118,7,623.35,0,78.25,72.18,1,1,0
118,1,222.2,1,137.8,203,1,1,1
118,2,1112.8,42.4,107.1,175,1,1,1
118,3,0,488.79,196.12,231.21,1,1,1
118,4,0.24,397.55,119.16,295.45,1,1,0
118,5,1179.67,22.37,91.16,84.3,1,1,0
119,7,622.77,0,78.57,72.24,1,1,0
119,1,222,2,137,203,1,1,1
119,2,1112.8,42.4,107.1,175,1,1,1
119,3,0,488.79,196.12,231.21,1,1,1
119,4,0.24,397.55,119.16,295.45,1,1,0
119,5,1179.51,22.32,91.32,84.35,1,1,0
120,7,622.2,0,78.89,72.3,1,1,0
120,1,222,1,137,203,1,1,1
120,2,1112.8,42.4,107.1,175,1,1,1
120,3,0,488.79,196.12,231.21,1,1,1
120,4,0.24,397.55,119.16,295.45,1,1,0
120,5,1179.34,22.26,91.49,84.41,1,1,0
121,7,621.62,0,79.21,72.36,1,1,0
121,1,222,1,137,203,1,1,1
121,2,1112.8,42.4,107.1,175,1,1,1
121,3,0,488.79,196.12,231.21,1,1,1
121,4,0.24,397.55,119.16,295.45,1,1,0
121,5,1179.18,22.2,91.65,84.47,1,1,0
121,6,693.28,0,64.1,65,1,1,0
122,7,621.05,0,79.52,72.42,1,1,0
122,1,227,2,137,203,1,1,1
122,2,1112.8,42.4,107.1,175,1,1,1
122,3,0,488.79,196.12,231.21,1,1,1
122,4,0.24,397.55,119.16,295.45,1,1,0
122,5,1179.01,22.14,91.82,84.53,1,1,0
122,6,692.97,0,64.1,65,1,1,0
123,7,620.47,0,79.84,72.48,1,1,0
123,1,222,1,137,203,1,1,1
123,2,1112.8,42.4,107.1,175,1,1,1
123,3,0,488.79,196.12,231.21,1,1,1
123,4,0.24,397.55,119.16,295.45,1,1,0
123,5,1178.85,22.08,91.98,84.59,1,1,0
123,6,692.65,0,64.1,65,1,1,0
124,7,619.9,0,80.15,72.54,1,1,0
124,1,221,2,137,203,1,1,1
124,2,1112.8,42.4,107.1,175,1,1,1
124,3,0,488.79,196.12,231.21,1,1,1
124,4,0.24,397.55,119.16,295.45,1,1,0
124,5,1178.69,22.02,92.14,84.65,1,1,0
124,6,692.34,0,64.1,65,1,1,0
125,7,619.32,0,80.48,72.6,1,1,0
125,1,222,3,137,203,1,1,1
125,2,1112.8,42.4,107.1,175,1,1,1
125,3,0,488.79,196.12,231.21,1,1,1
125,4,0.24,397.55,119.16,295.45,1,1,0
125,5,1178.52,21.96,92.31,84.71,1,1,0
125,6,692.02,0,64.1,65,1,1,0
126,7,618.75,0,80.79,72.65,1,1,0
126,1,222,3,141.1,212.5,1,1,1
126,2,1112.8,42.4,107.1,175,1,1,1
126,3,0,488.79,196.12,231.21,1,1,1
126,4,0.24,397.55,119.16,295.45,1,1,0
126,5,1178.36,21.9,92.47,84.77,1,1,0
126,6,691.71,0,64.1,65,1,1,0
127,7,618.17,0,81.11,72.71,1,1,0
127,1,221,3,141,212,1,1,1
127,2,1112.8,42.4,107.1,175,1,1,1
127,3,0,488.79,196.12,231.21,1,1,1
127,4,0.24,397.55,119.16,295.45,1,1,0
127,5,1178.19,21.85,92.64,84.82,1,1,0
127,6,691.4,0,64.1,65,1,1,0
128,7,617.6,0,81.42,72.77,1,1,0
128,1,221,3,143.7,221.5,1,1,1
128,2,1112.8,42.4,107.1,175,1,1,1
128,3,0,488.79,196.12,231.21,1,1,1
128,4,0.24,397.55,119.16,295.45,1,1,0
128,5,1178.03,21.79,92.8,84.88,1,1,0
129,7,617.02,0,81.74,72.83,1,1,0
129,1,223,4,143,221,1,1,1
129,2,1112.8,42.4,107.1,175,1,1,1
129,3,0,488.79,196.12,231.21,1,1,1
129,4,0.24,397.55,119.16,295.45,1,1,0
129,5,1177.86,21.73,92.97,84.94,1,1,0
130,7,616.44,0,82.07,72.89,1,1,0
130,1,222,5,143,221,1,1,1
130,2,1112.8,42.4,107.1,175,1,1,1
130,3,0,488.79,196.12,231.21,1,1,1
130,4,0.24,397.55,119.16,295.45,1,1,0
130,5,1177.7,21.67,93.13,85,1,1,0
131,7,615.87,0,82.38,72.95,1,1,0
131,1,220,5,143,221,1,1,1
131,2,1112.8,42.4,107.1,175,1,1,1
131,3,0,488.79,196.12,231.21,1,1,1
131,4,0.24,397.55,119.16,295.45,1,1,0
131,5,1177.54,21.61,93.29,85.06,1,1,0
132,7,615.29,0,82.7,73.01,1,1,0
132,1,220,5,126.7,221,1,1,1
132,2,1112.8,42.4,107.1,175,1,1,1
132,3,0,488.79,196.12,231.21,1,1,1
132,4,0.24,397.55,119.16,295.45,1,1,0
132,5,1177.37,21.55,93.46,85.12,1,1,0
133,7,614.72,0,83.01,73.07,1,1,0
133,1,222,0.8,126,229.2,1,1,1
133,2,1112.8,42.4,107.1,175,1,1,1
133,3,0,488.79,196.12,231.21,1,1,1
133,4,0.24,397.55,119.16,295.45,1,1,0
133,5,1177.21,21.49,93.62,85.18,1,1,0
134,7,614.14,0,83.33,73.12,1,1,0
134,1,220,0,126,228,1,1,1
134,2,1112.8,42.4,107.1,175,1,1,1
134,3,0,488.79,196.12,231.21,1,1,1
134,4,0.24,397.55,119.16,295.45,1,1,0
134,5,1177.04,21.43,93.79,85.24,1,1,0
135,7,613.57,0,83.65,73.18,1,1,0
135,1,221,0,113.8,228,1,1,1
135,2,1112.8,42.4,107.1,175,1,1,1
135,3,0,488.79,196.12,231.21,1,1,1
135,4,0.24,397.55,119.16,295.45,1,1,0
135,5,1176.88,21.38,93.95,85.29,1,1,0
136,7,612.99,0,83.97,73.24,1,1,0
136,1,221,0,113.8,228,1,1,1
136,2,1112.8,42.4,107.1,175,1,1,1
136,3,0,488.79,196.12,231.21,1,1,1
136,4,0.24,397.55,119.16,295.45,1,1,0
136,5,1176.71,21.32,94.12,85.35,1,1,0
137,7,612.42,0,84.28,73.3,1,1,0
137,1,221,0,109.7,228,1,1,1
137,2,1112.8,42.4,107.1,175,1,1,1
137,3,0,488.79,196.12,231.21,1,1,1
137,4,0.24,397.55,119.16,295.45,1,1,0
137,5,1176.55,21.26,94.28,85.41,1,1,0
138,7,612.99,0,83.49,73.26,1,1,0
138,1,223,1,107,228,1,1,1
138,2,1112.8,42.4,107.1,175,1,1,1
138,3,0,488.79,196.12,231.21,1,1,1
138,4,0.24,397.55,119.16,295.45,1,1,0
138,5,1176.39,21.2,94.44,85.47,1,1,0
139,7,613.56,0,82.7,73.21,1,1,0
139,1,225,1,109.7,228,1,1,1
139,2,1112.8,42.4,107.1,175,1,1,1
139,3,0,488.79,196.12,231.21,1,1,1
139,4,0.24,397.55,119.16,295.45,1,1,0
139,5,1176.22,21.14,94.61,85.53,1,1,0
140,7,614.14,0,81.9,73.17,1,1,0
140,1,224,1,108.3,228,1,1,1
140,2,1112.8,42.4,107.1,175,1,1,1
140,3,0,488.79,196.12,231.21,1,1,1
140,4,0.24,397.55,119.16,295.45,1,1,0
140,5,1176.06,21.08,94.77,85.59,1,1,0
141,7,614.71,0,81.11,73.12,1,1,0
141,1,225,2,107,228,1,1,1
141,2,1112.8,42.4,107.1,175,1,1,1
141,3,0,488.79,196.12,231.21,1,1,1
141,4,0.24,397.55,119.16,295.45,1,1,0
141,5,1175.89,21.02,94.94,85.65,1,1,0
142,7,615.28,0,80.32,73.08,1,1,0
142,1,225,2,109.7,228,1,1,1
142,2,1112.8,42.4,107.1,175,1,1,1
142,3,0,488.79,196.12,231.21,1,1,1
142,4,0.24,397.55,119.16,295.45,1,1,0
142,5,1175.73,20.96,95.1,85.71,1,1,0
143,7,615.85,0,79.53,73.04,1,1,0
143,1,227,2,109.7,228,1,1,1
143,2,1112.8,42.4,107.1,175,1,1,1
143,3,0,488.79,196.12,231.21,1,1,1
143,4,0.24,397.55,119.16,295.45,1,1,0
143,5,1175.56,20.91,95.27,85.76,1,1,0
144,7,616.43,0,78.73,72.99,1,1,0
144,1,234.16,0.64,105.6,228,1,1,1
144,2,1112.8,42.4,107.1,175,1,1,1
144,3,0,488.79,196.12,231.21,1,1,1
144,4,0.24,397.55,119.16,295.45,1,1,0
144,5,1175.4,20.85,95.43,85.82,1,1,0
145,7,617,0,77.95,72.95,1,1,0
145,1,228,2,112.4,228,1,1,1
145,2,1112.8,42.4,107.1,175,1,1,1
145,3,0,488.79,196.12,231.21,1,1,1
145,4,0.24,397.55,119.16,295.45,1,1,0
145,5,1175.24,20.79,95.59,85.88,1,1,0
146,7,617.57,0,77.16,72.91,1,1,0
146,1,228,1,126,228,1,1,1
146,2,1112.8,42.4,107.1,175,1,1,1
146,3,0,488.79,196.12,231.21,1,1,1
146,4,0.24,397.55,119.16,295.45,1,1,0
146,5,1175.07,20.73,95.76,85.94,1,1,0
147,7,618.14,0,76.37,72.86,1,1,0
147,1,228,2,108.3,228,1,1,1
147,2,1112.8,42.4,107.1,175,1,1,1
147,3,0,488.79,196.12,231.21,1,1,1
147,4,0.24,397.55,119.16,295.45,1,1,0
147,5,1174.91,20.67,95.92,86,1,1,0
148,7,618.72,0,75.57,72.82,1,1,0
148,1,232.17,0.33,108,228,1,1,1
148,2,1112.8,42.4,107.1,175,1,1,1
148,3,0,488.79,196.12,231.21,1,1,1
148,4,0.24,397.55,119.16,295.45,1,1,0
148,5,1174.74,20.61,96.09,86.06,1,1,0
149,7,619.29,0,74.78,72.77,1,1,0
149,1,233,1,108,228,1,1,1
149,2,1112.8,42.4,107.1,175,1,1,1
149,3,0,488.79,196.12,231.21,1,1,1
149,4,0.24,397.55,119.16,295.45,1,1,0
149,5,1174.58,20.55,96.25,86.12,1,1,0
150,7,619.86,0,73.99,72.73,1,1,0
150,1,233,1,108,228,1,1,1
150,2,1112.8,42.4,107.1,175,1,1,1
150,3,0,488.79,196.12,231.21,1,1,1
150,4,0.24,397.55,119.16,295.45,1,1,0
150,5,1174.41,20.49,96.42,86.18,1,1,0
151,7,620.44,0,73.19,72.69,1,1,0
151,1,234,0,108,230,1,1,1
151,2,1112.8,42.4,107.1,175,1,1,1
151,3,0,488.79,196.12,231.21,1,1,1
151,4,0.24,397.55,119.16,295.45,1,1,0
151,5,1174.25,20.43,96.58,86.24,1,1,0
152,7,621.01,0,72.4,72.64,1,1,0
152,1,235,1,108,230,1,1,1
152,2,1112.8,42.4,107.1,175,1,1,1
152,3,0,488.79,196.12,231.21,1,1,1
152,4,0.24,397.55,119.16,295.45,1,1,0
152,5,1174.09,20.38,96.74,86.29,1,1,0
153,7,621.58,0,71.61,72.6,1,1,0
153,1,235,1,108,230,1,1,1
153,2,1112.8,42.4,107.1,175,1,1,1
153,3,0,488.79,196.12,231.21,1,1,1
153,4,0.24,397.55,119.16,295.45,1,1,0
153,5,1173.92,20.32,96.91,86.35,1,1,0
154,7,622.15,0,70.82,72.55,1,1,0
154,1,236,1,108,230,1,1,1
154,2,1112.8,42.4,107.1,175,1,1,1
154,3,0,488.79,196.12,231.21,1,1,1
154,4,0.24,397.55,119.16,295.45,1,1,0
154,5,1173.76,20.26,97.07,86.41,1,1,0
155,7,622.73,0,70.02,72.51,1,1,0
155,1,236,1,108,230,1,1,1
155,2,1112.8,42.4,107.1,175,1,1,1
155,3,0,488.79,196.12,231.21,1,1,1
155,4,0.24,397.55,119.16,295.45,1,1,0
155,5,1173.59,20.2,97.24,86.47,1,1,0
156,7,623.3,0,69.23,72.47,1,1,0
156,1,237,1,108,230,1,1,1
156,2,1112.8,42.4,107.1,175,1,1,1
156,3,0,488.79,196.12,231.21,1,1,1
156,4,0.24,397.55,119.16,295.45,1,1,0
156,5,1173.43,20.14,97.4,86.53,1,1,0
157,7,624.26,0,68.27,72.47,1,1,0
157,1,238,1,108,230,1,1,1
157,2,1112.8,42.4,107.1,175,1,1,1
157,3,0,488.79,196.12,231.21,1,1,1
157,4,0.24,397.55,119.16,295.45,1,1,0
157,5,1173.26,20.08,97.57,86.59,1,1,0
158,7,625.22,0,67.31,72.47,1,1,0
158,1,238,1,108,230,1,1,1
158,2,1112.8,42.4,107.1,175,1,1,1
158,3,0,488.79,196.12,231.21,1,1,1
158,4,0.24,397.55,119.16,295.45,1,1,0
158,5,1173.1,20.02,97.73,86.65,1,1,0
159,7,626.18,0,66.35,72.47,1,1,0
159,1,240,0,108,230,1,1,1
159,2,1112.8,42.4,107.1,175,1,1,1
159,3,0,488.79,196.12,231.21,1,1,1
159,4,0.24,397.55,119.16,295.45,1,1,0
159,5,1172.94,19.96,97.89,86.71,1,1,0
160,7,627.15,0,65.38,72.47,1,1,0
160,1,240,1,108,230,1,1,1
160,2,1112.8,42.4,107.1,175,1,1,1
160,3,0,488.79,196.12,231.21,1,1,1
160,4,0.24,397.55,119.16,295.45,1,1,0
160,5,1172.77,19.91,98.06,86.76,1,1,0
161,7,628.11,0,64.42,72.47,1,1,0
161,1,241,0,108,230,1,1,1
161,2,1112.8,42.4,107.1,175,1,1,1
161,3,0,488.79,196.12,231.21,1,1,1
161,4,0.24,397.55,119.16,295.45,1,1,0
161,5,1172.61,19.85,98.22,86.82,1,1,0
162,7,629.07,0,63.46,72.47,1,1,0
162,1,242,1,108,230,1,1,1
162,2,1112.8,42.4,107.1,175,1,1,1
162,3,0,488.79,196.12,231.21,1,1,1
162,4,0.24,397.55,119.16,295.45,1,1,0
162,5,1172.44,19.79,98.39,86.88,1,1,0
163,7,630.03,0,62.5,72.47,1,1,0
163,1,241,1,108,230,1,1,1
163,2,1112.8,42.4,107.1,175,1,1,1
163,3,0,488.79,196.12,231.21,1,1,1
163,4,0.24,397.55,119.16,295.45,1,1,0
163,5,1172.28,19.73,98.55,86.94,1,1,0
164,7,630.99,0,61.54,72.47,1,1,0
164,1,243,1,108,230,1,1,1
164,2,1112.8,42.4,107.1,175,1,1,1
164,3,0,488.79,196.12,231.21,1,1,1
164,4,0.24,397.55,119.16,295.45,1,1,0
164,5,1172.11,19.67,98.72,87,1,1,0
165,7,631.95,0,60.58,72.47,1,1,0
165,1,243,1,108,230,1,1,1
165,2,1112.8,42.4,107.1,175,1,1,1
165,3,0,488.79,196.12,231.21,1,1,1
165,4,0.24,397.55,119.16,295.45,1,1,0
165,5,1171.95,19.61,98.88,87.06,1,1,0
166,7,632.92,0,59.61,72.47,1,1,0
166,1,242.38,0.92,108,229.94,1,1,1
166,2,1112.8,42.4,107.1,175,1,1,1
166,3,0,488.79,196.12,231.21,1,1,1
166,4,0.24,397.55,119.16,295.45,1,1,0
166,5,1171.79,19.55,99.04,87.12,1,1,0
167,7,633.88,0,58.65,72.47,1,1,0
167,1,241.75,0.83,108,229.89,1,1,1
167,2,1112.8,42.4,107.1,175,1,1,1
167,3,0,488.79,196.12,231.21,1,1,1
167,4,0.24,397.55,119.16,295.45,1,1,0
167,5,1171.62,19.49,99.21,87.18,1,1,0
168,7,634.84,0,57.69,72.47,1,1,0
168,1,241.12,0.75,108,229.83,1,1,1
168,2,1112.8,42.4,107.1,175,1,1,1
168,3,0,488.79,196.12,231.21,1,1,1
168,4,0.24,397.55,119.16,295.45,1,1,0
168,5,1171.46,19.44,99.37,87.23,1,1,0
169,7,635.8,0,56.73,72.47,1,1,0
169,1,240.5,0.67,108,229.77,1,1,1
169,2,1112.8,42.4,107.1,175,1,1,1
169,3,0,488.79,196.12,231.21,1,1,1
169,4,0.24,397.55,119.16,295.45,1,1,0
169,5,1171.29,19.38,99.54,87.29,1,1,0
170,7,636.15,0.02,57.56,72.45,1,1,0
170,1,239.88,0.58,108,229.73,1,1,1
170,2,1112.8,42.4,107.1,175,1,1,1
170,3,0,488.79,196.12,231.21,1,1,1
170,4,0.24,397.55,119.16,295.45,1,1,0
170,5,1171.13,19.32,99.7,87.35,1,1,0
171,7,636.49,0.05,58.4,72.42,1,1,0
171,1,239.25,0.5,108,229.67,1,1,1
171,2,1112.8,42.4,107.1,175,1,1,1
171,3,0,488.79,196.12,231.21,1,1,1
171,4,0.24,397.55,119.16,295.45,1,1,0
171,5,1170.96,19.26,99.87,87.41,1,1,0
172,7,636.84,0.07,59.23,72.4,1,1,0
172,1,238.62,0.42,108,229.61,1,1,1
172,2,1112.8,42.4,107.1,175,1,1,1
172,3,0,488.79,196.12,231.21,1,1,1
172,4,0.24,397.55,119.16,295.45,1,1,0
172,5,1170.8,19.2,100.03,87.47,1,1,0
173,7,637.19,0.09,60.06,72.38,1,1,0
173,1,238,0.33,108,229.56,1,1,1
173,2,1112.8,42.4,107.1,175,1,1,1
173,3,0,488.79,196.12,231.21,1,1,1
173,4,0.24,397.55,119.16,295.45,1,1,0
173,5,1170.8,19.2,100.03,87.47,1,1,0
174,7,637.54,0.12,60.89,72.35,1,1,0
174,1,237.38,0.25,108,229.5,1,1,1
174,2,1112.8,42.4,107.1,175,1,1,1
174,3,0,488.79,196.12,231.21,1,1,1
174,4,0.24,397.55,119.16,295.45,1,1,0
174,5,1170.8,19.2,100.03,87.47,1,1,0
175,7,637.88,0.14,61.73,72.33,1,1,0
175,1,236.75,0.17,108,229.44,1,1,1
175,2,1112.8,42.4,107.1,175,1,1,1
175,3,0,488.79,196.12,231.21,1,1,1
175,4,0.24,397.55,119.16,295.45,1,1,0
175,5,1170.8,19.2,100.03,87.47,1,1,0
176,7,638.23,0.16,62.56,72.31,1,1,0
176,1,236.12,0.08,108,229.39,1,1,1
176,2,1112.8,42.4,107.1,175,1,1,1
176,3,0,488.79,196.12,231.21,1,1,1
176,4,0.24,397.55,119.16,295.45,1,1,0
176,5,1170.8,19.2,100.03,87.47,1,1,0
177,7,638.58,0.19,63.39,72.28,1,1,0
177,1,235.5,0,108,229.33,1,1,1
177,2,1112.8,42.4,107.1,175,1,1,1
177,3,0,488.79,196.12,231.21,1,1,1
177,4,0.24,397.55,119.16,295.45,1,1,0
177,5,1170.8,19.2,100.03,87.47,1,1,0
178,7,638.92,0.21,64.23,72.27,1,1,0
178,1,228,5,108,229,1,1,1
178,2,1112.8,42.4,107.1,175,1,1,1
178,3,0,488.79,196.12,231.21,1,1,1
178,4,0.24,397.55,119.16,295.45,1,1,0
178,5,1170.8,19.2,100.03,87.47,1,1,0
179,7,639.27,0.23,65.06,72.25,1,1,0
179,1,230.67,0,108,223.33,1,1,1
179,2,1112.8,42.4,107.1,175,1,1,1
179,3,0,488.79,196.12,231.21,1,1,1
179,4,0.24,397.55,119.16,295.45,1,1,0
179,5,1170.8,19.2,100.03,87.47,1,1,0
180,7,639.62,0.25,65.89,72.23,1,1,0
180,1,228,2,108,223,1,1,1
180,2,1112.8,42.4,107.1,175,1,1,1
180,3,0,488.79,196.12,231.21,1,1,1
180,4,0.24,397.55,119.16,295.45,1,1,0
180,5,1170.8,19.2,100.03,87.47,1,1,0
181,7,639.97,0.28,66.72,72.2,1,1,0
181,1,226,0,108,227,1,1,1
181,2,1112.8,42.4,107.1,175,1,1,1
